image_id,gel_id,lane_index,lane_type,alias,x_start_norm,x_end_norm,x_center_norm,lane_width_norm,band_count_est,band_y_positions_norm,confidence_0to1,notes
20250122_134025.jpg,20250122_134025,1,marker,M1,0.0,0.099942,0.049971,0.099942,11,"0.500366,0.572527,0.578755,0.496703,0.416117,0.622711,0.580586,0.584615,0.584249,0.931502,0.849084",1.0,auto bands; lanes=6
20250122_134025.jpg,20250122_134025,2,sample,L2,0.099942,0.299827,0.199884,0.199884,1,0.500366,0.55,auto bands; lanes=6
20250122_134025.jpg,20250122_134025,3,sample,L3,0.299827,0.499711,0.399769,0.199884,4,"0.500366,0.500733,0.500733,0.500733",0.7,auto bands; lanes=6
20250122_134025.jpg,20250122_134025,4,sample,L4,0.499711,0.699596,0.599653,0.199884,2,"0.500366,0.636264",0.6,auto bands; lanes=6
20250122_134025.jpg,20250122_134025,5,sample,L5,0.699596,0.89948,0.799538,0.199884,2,"0.500366,0.500366",0.6,auto bands; lanes=6
20250122_134025.jpg,20250122_134025,6,marker,M2,0.89948,1.0,0.94974,0.10052,3,"0.500366,0.500366,0.500366",0.65,auto bands; lanes=6
20250122_135747.jpg,20250122_135747,1,marker,M1,0.0,0.060374,0.030187,0.060374,11,"0.500233,0.500233,0.500233,0.500233,0.500233,0.500233,0.500233,0.500233,0.500233,0.500233,0.500233",1.0,auto bands; lanes=8
20250122_135747.jpg,20250122_135747,2,sample,L2,0.060374,0.096293,0.078334,0.035919,12,"0.500233,0.500233,0.500233,0.341872,0.417327,0.414765,0.500233,0.500466,0.500233,0.500233,0.500233,0.500233",1.0,auto bands; lanes=8
20250122_135747.jpg,20250122_135747,3,sample,L3,0.096293,0.134123,0.115208,0.03783,4,"0.500233,0.500233,0.500233,0.500233",0.7,auto bands; lanes=8
20250122_135747.jpg,20250122_135747,4,sample,L4,0.134123,0.174627,0.154375,0.040504,3,"0.500233,0.500233,0.500233",0.65,auto bands; lanes=8
20250122_135747.jpg,20250122_135747,5,sample,L5,0.174627,0.214368,0.194498,0.03974,3,"0.500233,0.500233,0.5",0.65,auto bands; lanes=8
20250122_135747.jpg,20250122_135747,6,sample,L6,0.214368,0.411922,0.313145,0.197554,3,"0.500233,0.5,0.500233",0.65,auto bands; lanes=8
20250122_135747.jpg,20250122_135747,7,sample,L7,0.411922,0.60833,0.510126,0.196408,4,"0.500233,0.500233,0.500233,0.500233",0.7,auto bands; lanes=8
20250122_135747.jpg,20250122_135747,8,marker,M2,0.60833,1.0,0.804165,0.39167,3,"0.500233,0.500233,0.500233",0.65,auto bands; lanes=8
20250130_115229.jpg,20250130_115229,1,marker,M1,0.0,0.057023,0.028511,0.057023,12,"0.500208,0.500208,0.500208,0.500208,0.500208,0.485886,0.60523,0.704234,0.781652,0.874637,0.928601,0.5",1.0,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,2,sample,L2,0.057023,0.097589,0.077306,0.040566,12,"0.5,0.225405,0.264425,0.349108,0.41677,0.527812,0.614363,0.707555,0.78186,0.907223,0.931922,0.5",1.0,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,3,sample,L3,0.097589,0.207424,0.152507,0.109835,4,"0.500208,0.500208,0.500208,0.5",0.7,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,4,sample,L4,0.207424,0.292384,0.249904,0.08496,6,"0.500415,0.493358,0.500208,0.500208,0.500208,0.500208",0.8,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,5,sample,L5,0.292384,0.459242,0.375813,0.166858,3,"0.500415,0.500208,0.500208",0.65,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,6,sample,L6,0.459242,0.639495,0.549369,0.180253,5,"0.500208,0.500208,0.5,0.500208,0.5",0.75,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,7,sample,L7,0.639495,0.701875,0.670685,0.06238,4,"0.500208,0.500208,0.509132,0.5",0.7,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,8,sample,L8,0.701875,0.761194,0.731535,0.059319,4,"0.500208,0.487962,0.493981,0.5",0.7,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,9,sample,L9,0.761194,0.803291,0.782243,0.042097,6,"0.500208,0.500208,0.505604,0.790369,0.500208,0.5",0.8,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,10,sample,L10,0.803291,0.846919,0.825105,0.043628,7,"0.500208,0.488377,0.501868,0.489,0.5,0.500208,0.5",0.85,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,11,sample,L11,0.846919,0.890165,0.868542,0.043245,7,"0.500208,0.489622,0.799087,0.799917,0.500208,0.500208,0.5",0.85,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,12,sample,L12,0.890165,0.925373,0.907769,0.035209,7,"0.5,0.609589,0.66812,0.639892,0.528435,0.500208,0.5",0.85,auto bands; lanes=13
20250130_115229.jpg,20250130_115229,13,marker,M2,0.925373,1.0,0.962687,0.074627,5,"0.5,0.5,0.5,0.5,0.5",0.75,auto bands; lanes=13
20250130_115243.jpg,20250130_115243,1,marker,M1,0.0,0.054045,0.027022,0.054045,12,"0.4998,0.456487,0.451896,0.179242,0.215369,0.507186,0.451697,0.451098,0.451297,0.837126,0.450898,0.4998",1.0,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,2,sample,L2,0.054045,0.089014,0.071529,0.03497,12,"0.4998,0.224152,0.263473,0.344311,0.411178,0.521357,0.604192,0.690619,0.760679,0.842914,0.889421,0.4998",1.0,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,3,sample,L3,0.089014,0.123984,0.106499,0.03497,8,"0.4998,0.493014,0.651896,0.576048,0.473253,0.467864,0.4998,0.4998",0.9,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,4,sample,L4,0.123984,0.160367,0.142176,0.036383,7,"0.4998,0.492615,0.637725,0.572854,0.47505,0.483832,0.4998",0.85,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,5,sample,L5,0.160367,0.198516,0.179442,0.038149,4,"0.4998,0.493413,0.49501,0.453693",0.7,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,6,sample,L6,0.198516,0.235959,0.217238,0.037443,5,"0.5,0.49521,0.453493,0.572655,0.5",0.75,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,7,sample,L7,0.235959,0.273048,0.254504,0.037089,4,"0.478244,0.571856,0.5,0.5",0.7,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,8,sample,L8,0.273048,0.308725,0.290887,0.035676,4,"0.5,0.496607,0.570459,0.451896",0.7,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,9,sample,L9,0.308725,0.344755,0.32674,0.03603,3,"0.461277,0.653094,0.5",0.65,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,10,sample,L10,0.344755,0.394913,0.369834,0.050159,4,"0.5,0.477844,0.571657,0.5",0.7,auto bands; lanes=11
20250130_115243.jpg,20250130_115243,11,marker,M2,0.394913,1.0,0.697457,0.605087,2,"0.463673,0.5",0.6,auto bands; lanes=11
20250130_115332.jpg,20250130_115332,1,marker,M1,0.0,0.057568,0.028784,0.057568,12,"0.5,0.214945,0.216044,0.406813,0.475604,0.583956,0.488352,0.488791,0.497143,0.915165,0.961319,0.5",1.0,auto bands; lanes=6
20250130_115332.jpg,20250130_115332,2,sample,L2,0.057568,0.097826,0.077697,0.040258,12,"0.5,0.204176,0.327912,0.410989,0.480659,0.590549,0.675385,0.765714,0.836044,0.919341,0.964615,0.5",1.0,auto bands; lanes=6
20250130_115332.jpg,20250130_115332,3,sample,L3,0.097826,0.138889,0.118357,0.041063,7,"0.5,0.558462,0.63956,0.488791,0.70044,0.49978,0.5",0.85,auto bands; lanes=6
20250130_115332.jpg,20250130_115332,4,sample,L4,0.138889,0.179952,0.15942,0.041063,6,"0.5,0.557143,0.488571,0.63978,0.49978,0.5",0.8,auto bands; lanes=6
20250130_115332.jpg,20250130_115332,5,sample,L5,0.179952,0.220209,0.200081,0.040258,5,"0.5,0.544615,0.603956,0.5,0.5",0.75,auto bands; lanes=6
20250130_115332.jpg,20250130_115332,6,marker,M2,0.220209,1.0,0.610105,0.779791,2,"0.5,0.631648",0.6,auto bands; lanes=6
