image_id,gel_id,lane_index,lane_type,alias,x_start_norm,x_end_norm,band_count_est,band_y_positions_norm,confidence_0to1,notes
20250122_135747.jpg,20250122_135747,7,sample,S6,0.214368,0.411922,3,,0.6,auto-preclass seed
20250122_135747.jpg,20250122_135747,8,sample,S7,0.411922,0.60833,3,,0.6,auto-preclass seed
20250122_135747.jpg,20250122_135747,9,marker,M2,0.60833,1.0,8,,0.8,auto-preclass seed
20250130_115229.jpg,20250130_115229,1,marker,M1,0.0,0.089935,8,,0.8,auto-preclass seed
20250130_115229.jpg,20250130_115229,2,sample,S1,0.089935,0.148871,3,,0.6,auto-preclass seed
20250130_115229.jpg,20250130_115229,3,sample,S2,0.148871,0.230004,3,,0.6,auto-preclass seed
20250130_115229.jpg,20250130_115229,4,sample,S3,0.230004,0.517796,3,,0.6,auto-preclass seed
20250130_115229.jpg,20250130_115229,5,sample,S4,0.517796,0.784922,3,,0.6,auto-preclass seed
20250130_115229.jpg,20250130_115229,6,sample,S5,0.784922,0.846919,3,,0.6,auto-preclass seed
20250130_115229.jpg,20250130_115229,7,sample,S6,0.846919,0.890165,3,,0.6,auto-preclass seed
20250130_115229.jpg,20250130_115229,8,sample,S7,0.890165,0.931496,3,,0.6,auto-preclass seed
20250130_115229.jpg,20250130_115229,9,marker,M2,0.931496,1.0,8,,0.8,auto-preclass seed
20250130_115243.jpg,20250130_115243,1,marker,M1,0.0,0.070646,8,,0.8,auto-preclass seed
20250130_115243.jpg,20250130_115243,2,sample,S1,0.070646,0.121865,3,,0.6,auto-preclass seed
20250130_115243.jpg,20250130_115243,3,sample,S2,0.121865,0.160014,3,,0.6,auto-preclass seed
20250130_115243.jpg,20250130_115243,4,sample,S3,0.160014,0.198163,3,,0.6,auto-preclass seed
20250130_115243.jpg,20250130_115243,5,sample,S4,0.198163,0.235253,3,,0.6,auto-preclass seed
20250130_115243.jpg,20250130_115243,6,sample,S5,0.235253,0.272342,3,,0.6,auto-preclass seed
20250130_115243.jpg,20250130_115243,7,sample,S6,0.272342,0.32674,3,,0.6,auto-preclass seed
20250130_115243.jpg,20250130_115243,8,sample,S7,0.32674,0.394913,3,,0.6,auto-preclass seed
20250130_115243.jpg,20250130_115243,9,marker,M2,0.394913,1.0,8,,0.8,auto-preclass seed
20250130_115332.jpg,20250130_115332,1,marker,M1,0.0,0.057568,8,,0.8,auto-preclass seed
20250130_115332.jpg,20250130_115332,2,sample,S1,0.057568,0.097826,3,,0.6,auto-preclass seed
20250130_115332.jpg,20250130_115332,3,sample,S2,0.097826,0.138889,3,,0.6,auto-preclass seed
20250130_115332.jpg,20250130_115332,4,sample,S3,0.138889,0.179952,3,,0.6,auto-preclass seed
20250130_115332.jpg,20250130_115332,5,sample,S4,0.179952,0.220209,3,,0.6,auto-preclass seed
20250130_115332.jpg,20250130_115332,6,sample,S5,0.220209,0.259662,3,,0.6,auto-preclass seed
20250130_115332.jpg,20250130_115332,7,sample,S6,0.259662,0.299517,3,,0.6,auto-preclass seed
20250130_115332.jpg,20250130_115332,8,sample,S7,0.299517,0.357488,3,,0.6,auto-preclass seed
20250130_115332.jpg,20250130_115332,9,marker,M2,0.357488,1.0,8,,0.8,auto-preclass seed
20250130_115343.jpg,20250130_115343,1,marker,M1,0.0,0.129218,8,,0.8,auto-preclass seed
20250130_115343.jpg,20250130_115343,2,sample,S1,0.129218,0.173696,3,,0.6,auto-preclass seed
20250130_115343.jpg,20250130_115343,3,sample,S2,0.173696,0.218175,3,,0.6,auto-preclass seed
20250130_115343.jpg,20250130_115343,4,sample,S3,0.218175,0.256518,3,,0.6,auto-preclass seed
20250130_115343.jpg,20250130_115343,5,sample,S4,0.256518,0.295245,3,,0.6,auto-preclass seed
20250130_115343.jpg,20250130_115343,6,sample,S5,0.295245,0.337423,3,,0.6,auto-preclass seed
20250130_115343.jpg,20250130_115343,7,sample,S6,0.337423,0.379601,3,,0.6,auto-preclass seed
20250130_115343.jpg,20250130_115343,8,sample,S7,0.379601,0.421396,3,,0.6,auto-preclass seed
20250130_115343.jpg,20250130_115343,9,marker,M2,0.421396,1.0,8,,0.8,auto-preclass seed
20250131_090254.jpg,20250131_090254,1,marker,M1,0.0,0.096212,8,,0.8,auto-preclass seed
20250131_090254.jpg,20250131_090254,2,sample,S1,0.096212,0.174992,3,,0.6,auto-preclass seed
20250131_090254.jpg,20250131_090254,3,sample,S2,0.174992,0.242373,3,,0.6,auto-preclass seed
20250131_090254.jpg,20250131_090254,4,sample,S3,0.242373,0.292658,3,,0.6,auto-preclass seed
20250131_090254.jpg,20250131_090254,5,sample,S4,0.292658,0.333557,3,,0.6,auto-preclass seed
20250131_090254.jpg,20250131_090254,6,sample,S5,0.333557,0.394234,3,,0.6,auto-preclass seed
20250131_090254.jpg,20250131_090254,7,sample,S6,0.394234,0.507543,3,,0.6,auto-preclass seed
20250131_090254.jpg,20250131_090254,8,sample,S7,0.507543,0.601743,3,,0.6,auto-preclass seed
20250131_090254.jpg,20250131_090254,9,marker,M2,0.601743,1.0,8,,0.8,auto-preclass seed
20250131_090312.jpg,20250131_090312,1,marker,M1,0.0,0.062102,8,,0.8,auto-preclass seed
20250131_090312.jpg,20250131_090312,2,sample,S1,0.062102,0.117436,3,,0.6,auto-preclass seed
20250131_090312.jpg,20250131_090312,3,sample,S2,0.117436,0.190287,3,,0.6,auto-preclass seed
20250131_090312.jpg,20250131_090312,4,sample,S3,0.190287,0.253583,3,,0.6,auto-preclass seed
20250131_090312.jpg,20250131_090312,5,sample,S4,0.253583,0.314092,3,,0.6,auto-preclass seed
20250131_090312.jpg,20250131_090312,6,sample,S5,0.314092,0.367436,3,,0.6,auto-preclass seed
20250131_090312.jpg,20250131_090312,7,sample,S6,0.367436,0.67078,3,,0.6,auto-preclass seed
20250131_090312.jpg,20250131_090312,8,sample,S7,0.67078,0.97293,3,,0.6,auto-preclass seed
20250131_090312.jpg,20250131_090312,9,marker,M2,0.97293,1.0,8,,0.8,auto-preclass seed
20250131_090327.jpg,20250131_090327,1,marker,M1,0.0,0.076786,8,,0.8,auto-preclass seed
20250131_090327.jpg,20250131_090327,2,sample,S1,0.076786,0.117857,3,,0.6,auto-preclass seed
20250131_090327.jpg,20250131_090327,3,sample,S2,0.117857,0.154464,3,,0.6,auto-preclass seed
20250131_090327.jpg,20250131_090327,4,sample,S3,0.154464,0.379018,3,,0.6,auto-preclass seed
20250131_090327.jpg,20250131_090327,5,sample,S4,0.379018,0.705357,3,,0.6,auto-preclass seed
20250131_090327.jpg,20250131_090327,6,sample,S5,0.705357,0.847768,3,,0.6,auto-preclass seed
20250131_090327.jpg,20250131_090327,7,sample,S6,0.847768,0.888839,3,,0.6,auto-preclass seed
20250131_090327.jpg,20250131_090327,8,sample,S7,0.888839,0.927232,3,,0.6,auto-preclass seed
20250131_090327.jpg,20250131_090327,9,marker,M2,0.927232,1.0,8,,0.8,auto-preclass seed
20250131_090340.jpg,20250131_090340,1,marker,M1,0.0,0.06585,8,,0.8,auto-preclass seed
20250131_090340.jpg,20250131_090340,2,sample,S1,0.06585,0.114089,3,,0.6,auto-preclass seed
20250131_090340.jpg,20250131_090340,3,sample,S2,0.114089,0.154671,3,,0.6,auto-preclass seed
20250131_090340.jpg,20250131_090340,4,sample,S3,0.154671,0.198315,3,,0.6,auto-preclass seed
20250131_090340.jpg,20250131_090340,5,sample,S4,0.198315,0.239663,3,,0.6,auto-preclass seed
20250131_090340.jpg,20250131_090340,6,sample,S5,0.239663,0.277948,3,,0.6,auto-preclass seed
20250131_090340.jpg,20250131_090340,7,sample,S6,0.277948,0.316233,3,,0.6,auto-preclass seed
20250131_090340.jpg,20250131_090340,8,sample,S7,0.316233,0.355666,3,,0.6,auto-preclass seed
20250131_090340.jpg,20250131_090340,9,marker,M2,0.355666,1.0,8,,0.8,auto-preclass seed
20250131_090403.jpg,20250131_090403,1,marker,M1,0.0,0.155784,8,,0.8,auto-preclass seed
20250131_090403.jpg,20250131_090403,2,sample,S1,0.155784,0.20511,3,,0.6,auto-preclass seed
20250131_090403.jpg,20250131_090403,3,sample,S2,0.20511,0.256565,3,,0.6,auto-preclass seed
20250131_090403.jpg,20250131_090403,4,sample,S3,0.256565,0.313343,3,,0.6,auto-preclass seed
20250131_090403.jpg,20250131_090403,5,sample,S4,0.313343,0.400284,3,,0.6,auto-preclass seed
20250131_090403.jpg,20250131_090403,6,sample,S5,0.400284,0.556423,3,,0.6,auto-preclass seed
20250131_090403.jpg,20250131_090403,7,sample,S6,0.556423,0.680625,3,,0.6,auto-preclass seed
20250131_090403.jpg,20250131_090403,8,sample,S7,0.680625,0.773953,3,,0.6,auto-preclass seed
20250131_090403.jpg,20250131_090403,9,marker,M2,0.773953,1.0,8,,0.8,auto-preclass seed
20250131_090416.jpg,20250131_090416,1,marker,M1,0.0,0.16138,8,,0.8,auto-preclass seed
20250131_090416.jpg,20250131_090416,2,sample,S1,0.16138,0.202858,3,,0.6,auto-preclass seed
20250131_090416.jpg,20250131_090416,3,sample,S2,0.202858,0.24329,3,,0.6,auto-preclass seed
20250131_090416.jpg,20250131_090416,4,sample,S3,0.24329,0.305333,3,,0.6,auto-preclass seed
20250131_090416.jpg,20250131_090416,5,sample,S4,0.305333,0.463576,3,,0.6,auto-preclass seed
20250131_090416.jpg,20250131_090416,6,sample,S5,0.463576,0.678285,3,,0.6,auto-preclass seed
20250131_090416.jpg,20250131_090416,7,sample,S6,0.678285,0.795748,3,,0.6,auto-preclass seed
20250131_090416.jpg,20250131_090416,8,sample,S7,0.795748,0.855699,3,,0.6,auto-preclass seed
20250131_090416.jpg,20250131_090416,9,marker,M2,0.855699,1.0,8,,0.8,auto-preclass seed
20250131_090442.jpg,20250131_090442,1,marker,M1,0.0,0.076501,8,,0.8,auto-preclass seed
20250131_090442.jpg,20250131_090442,2,sample,S1,0.076501,0.131032,3,,0.6,auto-preclass seed
20250131_090442.jpg,20250131_090442,3,sample,S2,0.131032,0.189878,3,,0.6,auto-preclass seed
20250131_090442.jpg,20250131_090442,4,sample,S3,0.189878,0.233033,3,,0.6,auto-preclass seed
20250131_090442.jpg,20250131_090442,5,sample,S4,0.233033,0.273441,3,,0.6,auto-preclass seed
20250131_090442.jpg,20250131_090442,6,sample,S5,0.273441,0.311887,3,,0.6,auto-preclass seed
20250131_090442.jpg,20250131_090442,7,sample,S6,0.311887,0.370734,3,,0.6,auto-preclass seed
20250131_090442.jpg,20250131_090442,8,sample,S7,0.370734,0.492742,3,,0.6,auto-preclass seed
20250131_090442.jpg,20250131_090442,9,marker,M2,0.492742,1.0,8,,0.8,auto-preclass seed
20250131_151240.jpg,20250131_151240,1,marker,M1,0.0,0.11649,8,,0.8,auto-preclass seed
20250131_151240.jpg,20250131_151240,2,sample,S1,0.11649,0.169225,3,,0.6,auto-preclass seed
20250131_151240.jpg,20250131_151240,3,sample,S2,0.169225,0.354585,3,,0.6,auto-preclass seed
20250131_151240.jpg,20250131_151240,4,sample,S3,0.354585,0.540338,3,,0.6,auto-preclass seed
20250131_151240.jpg,20250131_151240,5,sample,S4,0.540338,0.687918,3,,0.6,auto-preclass seed
20250131_151240.jpg,20250131_151240,6,sample,S5,0.687918,0.837072,3,,0.6,auto-preclass seed
20250131_151240.jpg,20250131_151240,7,sample,S6,0.837072,0.878394,3,,0.6,auto-preclass seed
20250131_151240.jpg,20250131_151240,8,sample,S7,0.878394,0.918142,3,,0.6,auto-preclass seed
20250131_151240.jpg,20250131_151240,9,marker,M2,0.918142,1.0,8,,0.8,auto-preclass seed
20250131_151320.jpg,20250131_151320,1,marker,M1,0.0,0.095885,8,,0.8,auto-preclass seed
20250131_151320.jpg,20250131_151320,2,sample,S1,0.095885,0.142857,3,,0.6,auto-preclass seed
20250131_151320.jpg,20250131_151320,3,sample,S2,0.142857,0.184783,3,,0.6,auto-preclass seed
20250131_151320.jpg,20250131_151320,4,sample,S3,0.184783,0.226708,3,,0.6,auto-preclass seed
20250131_151320.jpg,20250131_151320,5,sample,S4,0.226708,0.267857,3,,0.6,auto-preclass seed
20250131_151320.jpg,20250131_151320,6,sample,S5,0.267857,0.307453,3,,0.6,auto-preclass seed
20250131_151320.jpg,20250131_151320,7,sample,S6,0.307453,0.38354,3,,0.6,auto-preclass seed
20250131_151320.jpg,20250131_151320,8,sample,S7,0.38354,0.475543,3,,0.6,auto-preclass seed
20250131_151320.jpg,20250131_151320,9,marker,M2,0.475543,1.0,8,,0.8,auto-preclass seed
20250204_110157.jpg,20250204_110157,1,marker,M1,0.0,0.147669,8,,0.8,auto-preclass seed
20250204_110157.jpg,20250204_110157,2,sample,S1,0.147669,0.226792,3,,0.6,auto-preclass seed
20250204_110157.jpg,20250204_110157,3,sample,S2,0.226792,0.301998,3,,0.6,auto-preclass seed
20250204_110157.jpg,20250204_110157,4,sample,S3,0.301998,0.377595,3,,0.6,auto-preclass seed
20250204_110157.jpg,20250204_110157,5,sample,S4,0.377595,0.454759,3,,0.6,auto-preclass seed
20250204_110157.jpg,20250204_110157,6,sample,S5,0.454759,0.53819,3,,0.6,auto-preclass seed
20250204_110157.jpg,20250204_110157,7,sample,S6,0.53819,0.622797,3,,0.6,auto-preclass seed
20250204_110157.jpg,20250204_110157,8,sample,S7,0.622797,0.706228,3,,0.6,auto-preclass seed
20250204_110157.jpg,20250204_110157,9,marker,M2,0.706228,1.0,8,,0.8,auto-preclass seed
20250204_110213.jpg,20250204_110213,1,marker,M1,0.0,0.12397,8,,0.8,auto-preclass seed
20250204_110213.jpg,20250204_110213,2,sample,S1,0.12397,0.192339,3,,0.6,auto-preclass seed
20250204_110213.jpg,20250204_110213,3,sample,S2,0.192339,0.251236,3,,0.6,auto-preclass seed
20250204_110213.jpg,20250204_110213,4,sample,S3,0.251236,0.297776,3,,0.6,auto-preclass seed
20250204_110213.jpg,20250204_110213,5,sample,S4,0.297776,0.352142,3,,0.6,auto-preclass seed
20250204_110213.jpg,20250204_110213,6,sample,S5,0.352142,0.410626,3,,0.6,auto-preclass seed
20250204_110213.jpg,20250204_110213,7,sample,S6,0.410626,0.483937,3,,0.6,auto-preclass seed
20250204_110213.jpg,20250204_110213,8,sample,S7,0.483937,0.603377,3,,0.6,auto-preclass seed
20250204_110213.jpg,20250204_110213,9,marker,M2,0.603377,1.0,8,,0.8,auto-preclass seed
20250204_110224.jpg,20250204_110224,1,marker,M1,0.0,0.121225,8,,0.8,auto-preclass seed
20250204_110224.jpg,20250204_110224,2,sample,S1,0.121225,0.200604,3,,0.6,auto-preclass seed
20250204_110224.jpg,20250204_110224,3,sample,S2,0.200604,0.287748,3,,0.6,auto-preclass seed
20250204_110224.jpg,20250204_110224,4,sample,S3,0.287748,0.367558,3,,0.6,auto-preclass seed
20250204_110224.jpg,20250204_110224,5,sample,S4,0.367558,0.443486,3,,0.6,auto-preclass seed
20250204_110224.jpg,20250204_110224,6,sample,S5,0.443486,0.519845,3,,0.6,auto-preclass seed
20250204_110224.jpg,20250204_110224,7,sample,S6,0.519845,0.607852,3,,0.6,auto-preclass seed
20250204_110224.jpg,20250204_110224,8,sample,S7,0.607852,0.698016,3,,0.6,auto-preclass seed
20250204_110224.jpg,20250204_110224,9,marker,M2,0.698016,1.0,8,,0.8,auto-preclass seed
20250204_110254.jpg,20250204_110254,1,marker,M1,0.0,0.175094,8,,0.8,auto-preclass seed
20250204_110254.jpg,20250204_110254,2,sample,S1,0.175094,0.263686,3,,0.6,auto-preclass seed
20250204_110254.jpg,20250204_110254,3,sample,S2,0.263686,0.342248,3,,0.6,auto-preclass seed
20250204_110254.jpg,20250204_110254,4,sample,S3,0.342248,0.554534,3,,0.6,auto-preclass seed
20250204_110254.jpg,20250204_110254,5,sample,S4,0.554534,0.725031,3,,0.6,auto-preclass seed
20250204_110254.jpg,20250204_110254,6,sample,S5,0.725031,0.765984,3,,0.6,auto-preclass seed
20250204_110254.jpg,20250204_110254,7,sample,S6,0.765984,0.807355,3,,0.6,auto-preclass seed
20250204_110254.jpg,20250204_110254,8,sample,S7,0.807355,0.849143,3,,0.6,auto-preclass seed
20250204_110254.jpg,20250204_110254,9,marker,M2,0.849143,1.0,8,,0.8,auto-preclass seed
20250204_110312.jpg,20250204_110312,1,marker,M1,0.0,0.139595,8,,0.8,auto-preclass seed
20250204_110312.jpg,20250204_110312,2,sample,S1,0.139595,0.336924,3,,0.6,auto-preclass seed
20250204_110312.jpg,20250204_110312,3,sample,S2,0.336924,0.539854,3,,0.6,auto-preclass seed
20250204_110312.jpg,20250204_110312,4,sample,S3,0.539854,0.623438,3,,0.6,auto-preclass seed
20250204_110312.jpg,20250204_110312,5,sample,S4,0.623438,0.699698,3,,0.6,auto-preclass seed
20250204_110312.jpg,20250204_110312,6,sample,S5,0.699698,0.757863,3,,0.6,auto-preclass seed
20250204_110312.jpg,20250204_110312,7,sample,S6,0.757863,0.797501,3,,0.6,auto-preclass seed
20250204_110312.jpg,20250204_110312,8,sample,S7,0.797501,0.834123,3,,0.6,auto-preclass seed
20250204_110312.jpg,20250204_110312,9,marker,M2,0.834123,1.0,8,,0.8,auto-preclass seed
20250204_110447.jpg,20250204_110447,1,marker,M1,0.0,0.099285,8,,0.8,auto-preclass seed
20250204_110447.jpg,20250204_110447,2,sample,S1,0.099285,0.259571,3,,0.6,auto-preclass seed
20250204_110447.jpg,20250204_110447,3,sample,S2,0.259571,0.427009,3,,0.6,auto-preclass seed
20250204_110447.jpg,20250204_110447,4,sample,S3,0.427009,0.505259,3,,0.6,auto-preclass seed
20250204_110447.jpg,20250204_110447,5,sample,S4,0.505259,0.582247,3,,0.6,auto-preclass seed
20250204_110447.jpg,20250204_110447,6,sample,S5,0.582247,0.658393,3,,0.6,auto-preclass seed
20250204_110447.jpg,20250204_110447,7,sample,S6,0.658393,0.72865,3,,0.6,auto-preclass seed
20250204_110447.jpg,20250204_110447,8,sample,S7,0.72865,0.765671,3,,0.6,auto-preclass seed
20250204_110447.jpg,20250204_110447,9,marker,M2,0.765671,1.0,8,,0.8,auto-preclass seed
20250204_142948.jpg,20250204_142948,1,marker,M1,0.0,0.292953,8,,0.8,auto-preclass seed
20250204_142948.jpg,20250204_142948,2,sample,S1,0.292953,0.554236,3,,0.6,auto-preclass seed
20250204_142948.jpg,20250204_142948,3,sample,S2,0.554236,0.631829,3,,0.6,auto-preclass seed
20250204_142948.jpg,20250204_142948,4,sample,S3,0.631829,0.720111,3,,0.6,auto-preclass seed
20250204_142948.jpg,20250204_142948,5,sample,S4,0.720111,0.79612,3,,0.6,auto-preclass seed
20250204_142948.jpg,20250204_142948,6,sample,S5,0.79612,0.843626,3,,0.6,auto-preclass seed
20250204_142948.jpg,20250204_142948,7,sample,S6,0.843626,0.882027,3,,0.6,auto-preclass seed
20250204_142948.jpg,20250204_142948,8,sample,S7,0.882027,0.91924,3,,0.6,auto-preclass seed
20250204_142948.jpg,20250204_142948,9,marker,M2,0.91924,1.0,8,,0.8,auto-preclass seed
20250204_143037.jpg,20250204_143037,1,marker,M1,0.0,0.070145,8,,0.8,auto-preclass seed
20250204_143037.jpg,20250204_143037,2,sample,S1,0.070145,0.126123,3,,0.6,auto-preclass seed
20250204_143037.jpg,20250204_143037,3,sample,S2,0.126123,0.202833,3,,0.6,auto-preclass seed
20250204_143037.jpg,20250204_143037,4,sample,S3,0.202833,0.316171,3,,0.6,auto-preclass seed
20250204_143037.jpg,20250204_143037,5,sample,S4,0.316171,0.429164,3,,0.6,auto-preclass seed
20250204_143037.jpg,20250204_143037,6,sample,S5,0.429164,0.505183,3,,0.6,auto-preclass seed
20250204_143037.jpg,20250204_143037,7,sample,S6,0.505183,0.580166,3,,0.6,auto-preclass seed
20250204_143037.jpg,20250204_143037,8,sample,S7,0.580166,0.654803,3,,0.6,auto-preclass seed
20250204_143037.jpg,20250204_143037,9,marker,M2,0.654803,1.0,8,,0.8,auto-preclass seed
20250206_142227.jpg,20250206_142227,1,marker,M1,0.0,0.053013,8,,0.8,auto-preclass seed
20250206_142227.jpg,20250206_142227,2,sample,S1,0.053013,0.093339,3,,0.6,auto-preclass seed
20250206_142227.jpg,20250206_142227,3,sample,S2,0.093339,0.267784,3,,0.6,auto-preclass seed
20250206_142227.jpg,20250206_142227,4,sample,S3,0.267784,0.451744,3,,0.6,auto-preclass seed
20250206_142227.jpg,20250206_142227,5,sample,S4,0.451744,0.642954,3,,0.6,auto-preclass seed
20250206_142227.jpg,20250206_142227,6,sample,S5,0.642954,0.825555,3,,0.6,auto-preclass seed
20250206_142227.jpg,20250206_142227,7,sample,S6,0.825555,0.867241,3,,0.6,auto-preclass seed
20250206_142227.jpg,20250206_142227,8,sample,S7,0.867241,0.90802,3,,0.6,auto-preclass seed
20250206_142227.jpg,20250206_142227,9,marker,M2,0.90802,1.0,8,,0.8,auto-preclass seed
20250206_142304.jpg,20250206_142304,1,marker,M1,0.0,0.059274,8,,0.8,auto-preclass seed
20250206_142304.jpg,20250206_142304,2,sample,S1,0.059274,0.109274,3,,0.6,auto-preclass seed
20250206_142304.jpg,20250206_142304,3,sample,S2,0.109274,0.158065,3,,0.6,auto-preclass seed
20250206_142304.jpg,20250206_142304,4,sample,S3,0.158065,0.214919,3,,0.6,auto-preclass seed
20250206_142304.jpg,20250206_142304,5,sample,S4,0.214919,0.259274,3,,0.6,auto-preclass seed
20250206_142304.jpg,20250206_142304,6,sample,S5,0.259274,0.308468,3,,0.6,auto-preclass seed
20250206_142304.jpg,20250206_142304,7,sample,S6,0.308468,0.365726,3,,0.6,auto-preclass seed
